"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/1993","2.13","2.39","2.39","2.12","189.54M","-10.88%"
"03/01/1993","2.39","2.25","2.48","2.20","201.01M","6.22%"
"02/01/1993","2.25","2.57","2.79","2.02","242.97M","-11.76%"
"01/01/1993","2.55","2.60","2.73","2.46","163.94M","-1.54%"
"12/01/1992","2.59","2.69","2.81","2.59","187.88M","-4.07%"
"11/01/1992","2.70","2.44","2.82","2.44","158.81M","11.11%"
"10/01/1992","2.43","2.48","2.48","2.32","165.01M","-2.02%"
"09/01/1992","2.48","2.26","2.51","2.24","185.71M","9.73%"
"08/01/1992","2.26","2.23","2.29","2.14","115.93M","0.89%"
"07/01/1992","2.24","1.95","2.26","1.87","199.92M","15.46%"
"06/01/1992","1.94","1.82","1.96","1.72","173.19M","7.18%"
"05/01/1992","1.81","1.96","2.06","1.77","213.97M","-7.65%"
"04/01/1992","1.96","2.09","2.24","1.84","254.09M","-7.11%"
"03/01/1992","2.11","2.29","2.34","2.04","187.87M","-7.46%"
"02/01/1992","2.28","2.31","2.42","2.11","133.63M","-0.87%"
"01/01/1992","2.30","2.22","2.42","2.17","217.63M","1.77%"
"12/01/1991","2.26","1.82","2.37","1.79","190.15M","22.83%"
"11/01/1991","1.84","1.84","1.96","1.71","212.53M","6.36%"
"10/01/1991","1.73","1.73","1.77","1.55","245.80M","2.37%"
"09/01/1991","1.69","1.69","1.71","1.48","233.57M","8.33%"
"08/01/1991","1.56","1.56","1.56","1.32","297.18M","14.71%"
"07/01/1991","1.36","1.36","1.37","1.11","305.68M","20.35%"
"06/01/1991","1.13","1.13","1.30","1.10","269.86M","-8.87%"
"05/01/1991","1.24","1.24","1.54","1.19","427.40M","-16.22%"
"04/01/1991","1.48","1.48","1.57","1.33","325.86M","2.78%"
"03/01/1991","1.44","1.44","1.70","1.37","298.15M","-4.00%"
"02/01/1991","1.50","1.50","1.68","1.36","350.93M","0.67%"
"01/01/1991","1.49","1.49","1.49","1.10","312.72M","18.25%"
"12/01/1990","1.26","1.26","1.26","1.08","319.81M","17.76%"
"11/01/1990","1.07","1.07","1.14","0.85","339.96M","24.42%"
"10/01/1990","0.86","0.86","1.06","0.81","631.24M","-12.24%"
"09/01/1990","0.98","0.98","1.19","0.90","829.80M","-3.92%"
"08/01/1990","1.02","1.02","1.37","0.92","1.14B","-23.88%"
"07/01/1990","1.34","1.34","1.50","1.20","890.69M","11.67%"
"06/01/1990","1.20","1.20","1.26","1.10","682.07M","-2.44%"
"05/01/1990","1.23","1.23","1.30","1.07","663.06M","14.95%"
"04/01/1990","1.07","1.07","1.11","1.02","404.14M","0.94%"
"03/01/1990","1.06","1.06","1.11","0.86","532.96M","19.10%"
"02/01/1990","0.89","0.89","0.89","0.75","363.89M","12.66%"
"01/01/1990","0.79","0.79","0.89","0.76","425.43M","-4.82%"
"12/01/1989","0.83","0.83","0.93","0.74","660.04M","-9.78%"
"11/01/1989","0.92","0.92","0.99","0.89","598.05M","-4.17%"
"10/01/1989","0.96","0.96","1.08","0.90","596.76M","-7.69%"
"09/01/1989","1.04","1.04","1.07","0.80","870.62M","28.40%"
