"Date","Price","Open","High","Low","Vol.","Change %"
"06/01/1993","14.06","14.41","14.72","13.50","32.55M","-2.23%"
"05/01/1993","14.38","13.91","15.19","13.88","134.61M","2.71%"
"04/01/1993","14.00","13.78","14.53","13.41","46.83M","1.16%"
"03/01/1993","13.84","12.06","14.22","12.03","69.30M","15.33%"
"02/01/1993","12.00","11.19","12.28","11.19","123.85M","7.91%"
"01/01/1993","11.12","11.28","11.38","10.53","60.00M","-2.80%"
"12/01/1992","11.44","11.00","11.47","10.28","51.94M","5.54%"
"11/01/1992","10.84","10.91","11.06","10.34","64.94M","-1.99%"
"10/01/1992","11.06","11.69","11.75","10.94","40.55M","-5.15%"
"09/01/1992","11.66","11.88","12.19","11.19","52.36M","-1.85%"
"08/01/1992","11.88","12.28","12.50","10.84","102.66M","-4.50%"
"07/01/1992","12.44","12.19","12.72","11.59","66.05M","3.93%"
"06/01/1992","11.97","15.06","15.38","11.38","66.15M","-20.52%"
